No,University Name,Country,Location,World Ranking,Field of Study,Program Name,Mode of Study,Duration,Tuition Fees,Scholarships/Financial Aid,GPA,Grade Requirements,Standardized Tests (Processed),Language Requirements,Other Requirements,Source URL,Raw Text Snippet,Last Crawled Date,Standardized Language Requirements,English_Proficiency_Rating
219,Thammasat University,Thailand,Pathum Thani / Bangkok,QS #551,Engineering,BEng Civil / Mechanical / Electrical Engineering,Campus,4 years,Approx: Thai subsidised ranges; international fees per TU fee tables,Yes (College and departmental scholarships),3,; strong maths & physics prep needed,No,English proficiency for international programmes,Professional accreditation & design project components.,https://tu.ac.th/en/study ,“Thammasat undergraduate programmes and scholarship information.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
220,Thammasat University,Thailand,Pathum Thani / Bangkok,QS #551,Medicine,BSc Public Health / Health Science,Campus,4 years,Approx: Thai subsidised; international programme fees variable,Yes (faculty scholarships; external donor awards),3,Entry requirements vary by programme; prerequisites sometimes required,No,English proficiency for international streams,Community placements & practicum required.,https://tu.ac.th/en/study ,“Public health and health-related programmes listed on TU pages.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
221,Thammasat University,Thailand,Pathum Thani / Bangkok,QS #551,Business,BSc Business Analytics / Data Science,Campus,3–4 years,Approx: TU fee bands; scholarships available,Yes (SIIT & TU scholarships; industry co-funded awards),3,; strong quantitative background helpful,No,IELTS/TOEFL for some international cohorts,Project-based analytics modules and industry projects.,https://tu.ac.th/en/study ,“SIIT scholarship PDFs and TU study pages show programme & scholarship structures.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
222,Thammasat University,Thailand,Pathum Thani / Bangkok,QS #551,Business,BBA Accounting / Finance,Campus,4 years,Approx: Thai subsidised ranges; international fee bands higher,Yes (college & uni-level scholarships),3,; progression to majors typically requires  thresholds,No,English proficiency for international tracks,Professional accreditation pathways & internship requirements.,https://tu.ac.th/en/study ,“Thammasat study pages & scholarship documents.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
223,Thammasat University,Thailand,Pathum Thani / Bangkok,QS #551,Engineering,Software / Computer Engineering Technology (applied degrees),Campus,3–4 years,Approx: TU fee bands; some special programs list per-program fees in TU docs,Yes (departmental & TU scholarships),3,Entry requirements vary; technical diplomas & A-level equivalents considered,No,English proficiency for international cohorts,Applied/industry-oriented curriculum; partnership projects.,https://tu.ac.th/en/study ,“Thammasat programs include applied and technical degree options.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
224,Thammasat University,Thailand,Pathum Thani / Bangkok,QS #551,Business,BS International Business / Global Business,Campus,3–4 years,Approx: TU fee bands; scholarship support available,Yes (scholarships & exchange grants),3,; international programme entry requirements apply,No,English proficiency for international sessions,Exchange & study-abroad components frequently offered.,https://tu.ac.th/en/study ,“Thammasat international programmes and fees guidance.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
225,Thammasat University,Thailand,Pathum Thani / Bangkok,QS #551,Medicine,Biomedical Engineering / Health Informatics,Campus,3–4 years,Approx: TU fee bands & SIIT scholarship opportunities,Yes (SIIT/department scholarships),3,; science & maths prerequisites,No,English proficiency for SIIT/international tracks,Interdisciplinary projects with medical/industry partners.,https://tu.ac.th/en/study ,“SIIT scholarship PDF and TU study pages.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
226,Chiang Mai University,Thailand,Chiang Mai,QS #551,Engineering,BS Computer Engineering / Computer Science,Campus,4 years,"Approx: Thai regular program examples show 16,000–45,000 THB/yr depending on faculty & program; International program fees higher (see CMU tuition PDF)",Yes (CMU Presidential scholarships; faculty & provincial awards),3,; Cumulative  thresholds used for some internal progressions,No,International students: TOEFL/IELTS or SDSU-equivalent requirements,Program-specific lab & practical components; impaction for some majors.,https://www.cmu.ac.th/en/content/D7ABB770-4C2B-41EE-825E-720939F6DFD4 ,“CMU tuition PDF lists programme fees per faculty and international program fees.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
227,Chiang Mai University,Thailand,Chiang Mai,QS #551,Engineering,BS Mechanical Engineering,Campus,4 years,"Approx: Thai regular program 16,000–45,000 THB/yr (faculty dependent)",Yes (CMU scholarships & faculty awards),3,; math & physics prerequisites & prerequisite coursework,No,English proficiency for international streams,Capstone design & lab work; industry links.,https://www.cmu.ac.th/en/content/D7ABB770-4C2B-41EE-825E-720939F6DFD5,“CMU publishes tuition fees and scholarship notes on faculty pages.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
228,Chiang Mai University,Thailand,Chiang Mai,QS #551,Medicine,Doctor of Medicine / MBBS (Faculty of Medicine),Campus,6 years,Approx: programme fees listed by CMU; international program tuition often higher (see CMU fee PDF),Yes (CMU scholarships & provincial funds),3,Extremely ; Thai entrance exams & faculty selection apply,No,Clinical placements & professional accreditation; health checks required.,https://www.cmu.ac.th/en/home :contentReference[oaicite:35]{index=35},https://www.cmu.ac.th/en/content/D7ABB770-4C2B-41EE-825E-720939F6DFD6,“CMU announces tuition & programme details; clinical placements are integral.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
229,Chiang Mai University,Thailand,Chiang Mai,QS #551,Medicine,BSc Nursing Science,Campus,4 years,Approx: Thai: examples in tuition PDF show specific numbers for nursing international vs Thai (see CMU PDF),Yes (university scholarships & nursing awards),3,; science prerequisites and practicum readiness required,No,TOEFL/IELTS for international programmes,Clinical practicum across Chiang Mai health facilities required.,https://www.cmu.ac.th/en/content/D7ABB770-4C2B-41EE-825E-720939F6DFD7,“CMU tuition tables list nursing program fees and scholarship opportunities.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
230,Chiang Mai University,Thailand,Chiang Mai,QS #551,Medicine,BS Biology / Biomedical Science,Campus,3–4 years,Approx: Thai regular program ranges; international fees higher per CMU table,Yes (science faculty scholarships & research grants),3,for honours/preprofessional streams; lab prerequisites apply,No,English proficiency for international pathways,Prepares for postgraduate medical/dental/vet training.,https://www.cmu.ac.th/en/home ,“CMU supports scholarships and research opportunities in science faculties.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
231,Chiang Mai University,Thailand,Chiang Mai,QS #551,Business,BBA Business Administration,Campus,4 years,Approx: Thai regular program ranges; see CMU tuition PDF,Yes (university & faculty scholarships),3,Admission via CMU admission channels;  for some majors,No,TOEFL/IELTS for international students,Industry placements & regional partnerships emphasized.,https://www.cmu.ac.th/en/home ,“Faculty & university scholarship schemes described on CMU pages.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
232,Chiang Mai University,Thailand,Chiang Mai,QS #551,Engineering,Civil Engineering (BEng),Campus,4 years,Approx: faculty program fee ranges shown in CMU tuition PDF,Yes (engineering scholarships & provincial funds),3,; math/physics prerequisites,No,English proficiency for international tracks,Fieldwork & accredited engineering curriculum.,https://www.cmu.ac.th/en/home ,“CMU tuition & engineering programme notes.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
233,Chiang Mai University,Thailand,Chiang Mai,QS #551,IT,BS Information Technology / Data Science,Campus,3–4 years,Approx: Thai regular program ranges; international higher,Yes (faculty scholarships),3,; computing & maths prerequisites recommended,No,English proficiency for international students,"Applied IT modules, labs and industry project work.",https://www.cmu.ac.th/en/home ,“CMU offers IT and applied computing streams with scholarship support.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
234,Chiang Mai University,Thailand,Chiang Mai,QS #551,Medicine,BS Food Technology / Agro-Industry,Campus,4 years,Approx: Agro-industry and related faculties listed in CMU fee tables (varied rates),Yes (CMU scholarships; regional support),3,; science prerequisites for food/agro streams,No,TOEFL/IELTS for international tracks,Lab & field research; industry and provincial extension programs.,https://www.cmu.ac.th/en/home ,“Agro-industry and food technology programme listings & fee notes.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
235,Chiang Mai University,Thailand,Chiang Mai,QS #551,Engineering,Electrical & Electronic Engineering,Campus,4 years,Approx: CMU faculty program fees as per tuition PDF,Yes (dept & university scholarships),3,; math & physics prerequisites,No,English proficiency for international streams,Lab-based learning & accreditation related notes.,https://www.cmu.ac.th/en/home ,“Engineering faculties list programme & fee details in CMU documentation.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
236,Kasetsart University,Thailand,Bangkok,QS #701-710,IT,BSc Computer Science / Information Technology,Campus,4 years,"Approx: Tuition & international fees per KU pages: semester tuition examples ~17,600–22,700 THB/semester plus international fee per semester ~15,000 THB (see KU tuition page)",Yes (KU scholarships: campus-specific & agro/engineering scholarships),3,; strong math/computing background beneficial,No,English proficiency for international programmes,Coop/internships and applied IT modules in industry partnerships.,https://www.ku.ac.th/en/tuition-fees/ ,“KU tuition & international student fee tables published on official page.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
237,Kasetsart University,Thailand,Bangkok,QS #701-710,Engineering,BEng Civil / Mechanical / Electrical Engineering,Campus,4 years,"Approx: KU semester tuition examples ~17,600–22,700 THB/semester (regular) + international fee component for non-Thai students",Yes (faculty & campus scholarships; Sriracha campus awards),3,; maths & physics prerequisites,No,IELTS/TOEFL for international tracks,Hands-on labs & professional accreditation per faculty notes.,https://www.ku.ac.th/en/tuition-fees/ ,“KU fee & scholarship information and faculty programme notes.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
238,Kasetsart University,Thailand,Bangkok,QS #701-710,Engineering,BS Agriculture / Agro-Industry / Food Technology,Campus,4 years,Approx: Regular student fees ~per KU tables; international fee add-ons apply,Yes (agro scholarships & donor funds; campus scholarships listed),3,; program-specific prerequisites in sciences,No,English proficiency for some international tracks,"Fieldwork, farm & lab research integrated into curricula.",https://www.ku.ac.th/en/tuition-fees/ ,“Agro-industry scholarships & tuition waivers listed on KU pages.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
239,Kasetsart University,Thailand,Bangkok,QS #701-710,Medicine,BVSc (Veterinary Medicine),Campus,5–6 years,Approx: KU faculty tuition ranges per semester; international fees higher,Yes (faculty & university scholarships; living stipends on some awards),3,; science prerequisites & entrance criteria apply,No,English proficiency for international tracks,Clinical placements & professional registration requirements for vets.,https://www.ku.ac.th/en/tuition-fees/ ,“KU publishes tuition and scholarship info across faculties.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
240,Kasetsart University,Thailand,Bangkok,QS #701-710,Business,BBA / Business Administration,Campus,3–4 years,Approx: KU tuition per semester ranges; international fees apply,Yes (university & faculty scholarships),3,for specialised programmes;  thresholds for progression,No,English proficiency for international programmes,"Industry placements, internships and exchange opportunities.",https://www.ku.ac.th/en/tuition-fees/ ,“KU fee pages & scholarship notes.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
241,Kasetsart University,Thailand,Bangkok,QS #701-710,Engineering,BS Forestry / Environmental Science,Campus,4 years,Approx: KU regular program fees per semester; international additions apply,Yes (faculty & provincial scholarships),3,Program prerequisites in science and math,No,English proficiency for international routes,Fieldwork and practical environmental research components.,https://www.ku.ac.th/en/tuition-fees/ ,“Faculty programme & scholarship listings on KU pages.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
242,Kasetsart University,Thailand,Bangkok,QS #701-710,IT,BEng Computer Engineering / Electronics,Campus,4 years,Approx: KU semester tuition ranges; international fees additional,Yes (dept & campus scholarships),3,; math & physics prerequisites,No,IELTS/TOEFL for international entrants,"Labs, embedded systems and capstone projects emphasized.",https://www.ku.ac.th/en/tuition-fees/ ,“KU lists tuition and scholarship info by campus & faculty.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
243,Kasetsart University,Thailand,Bangkok,QS #701-710,Medicine,BSc Food Science & Technology / Biotech,Campus,4 years,Approx: KU tuition per semester ranges; see KU tuition page,Yes (agro & faculty scholarships; donor awards),3,; science prerequisites required,No,English proficiency for international programmes,Lab & processing modules with industry placements.,https://www.ku.ac.th/en/tuition-fees/ ,“Agro scholarships & tuition waiver opportunities posted at KU.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
244,Kasetsart University,Thailand,Bangkok,QS #701-710,Engineering,BS Environmental Science / Urban & Regional Planning,Campus,4 years,Approx: KU fee ranges per semester; international add-ons apply,Yes (faculty scholarships & research grants),3,Prerequisites vary by programme,No,English proficiency for international intake,Project work and community research components.,https://www.ku.ac.th/en/tuition-fees/ ,“KU tuition & scholarship information across faculties.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
245,Kasetsart University,Thailand,Bangkok,QS #701-710,Business,BS Data Science / Analytics (business streams),Campus,3–4 years,Approx: semester tuition ranges per KU pages; international fees higher,Yes (faculty & university scholarships),3,; quantitative prerequisites advised,No,English proficiency for international programmes,Combines analytics with business & agriculture industry applications.,https://www.ku.ac.th/en/tuition-fees/ ,“KU programmes and tuition notes listed online.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
